id,generic_name,status,therapeutic_category,dosage_form,company_name,initial_posting_date,brand_name,route
351,Amino Acid Injection,Current,Gastroenterology,Injection,B. Braun Medical Inc.,12/08/2020,PLENAMINE,INTRAVENOUS
352,Ampicillin Sodium Injection,To Be Discontinued,Anti-Infective,Injection,Sandoz Inc.,12/08/2025,AMPICILLIN,"INTRAMUSCULAR, INTRAVENOUS"
354,Bupivacaine Hydrochloride Injection,Current,Anesthesia,Injection,"Hospira, Inc., a Pfizer Company",02/20/2018,BUPIVACAINE HYDROCHLORIDE,"EPIDURAL, INFILTRATION, INTRACAUDAL, PERINEURAL"
355,Quinapril Hydrochloride Tablet,Current,Cardiovascular,Tablet,Chartwell Molecular Holdings LLC,01/19/2023,QUINAPRIL,ORAL
356,Lidocaine Hydrochloride Injection,Current,"Anesthesia, Pediatric",Injection,"Amphastar Pharmaceuticals, Inc.",02/22/2012,LIDOCAINE HYDROCHLORIDE,INTRAVENOUS
357,Carboplatin Injection,Current,Oncology,Injection,Accord Healthcare Inc.,04/28/2023,CARBOPLATIN,INTRAVENOUS
358,"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Psychiatry,Tablet,"Teva Pharmaceuticals USA, Inc.",07/26/2023,METHYLPHENIDATE HYDROCHLORIDE,ORAL
359,Dextrose Monohydrate 5% Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",Injection,Baxter Healthcare,02/14/2022,DEXTROSE,INTRAVENOUS
360,Bupivacaine Hydrochloride Injection,Current,Anesthesia,Injection,"Hospira, Inc., a Pfizer Company",02/20/2018,BUPIVACAINE HYDROCHLORIDE,"EPIDURAL, RETROBULBAR"
362,Lorazepam Injection,Current,Neurology,Injection,"Fresenius Kabi USA, LLC",05/03/2018,LORAZEPAM,"INTRAMUSCULAR, INTRAVENOUS"
363,Clonazepam Tablet,Current,"Neurology, Pediatric, Psychiatry",Tablet,Aurobindo Pharma USA,03/10/2023,CLONAZEPAM,ORAL
364,Propranolol Hydrochloride Injection,Current,Cardiovascular,Injection,"Hikma Pharmaceuticals USA, Inc.",10/31/2023,PROPRANOLOL HYDROCHLORIDE,INTRAVENOUS
365,Gemcitabine Hydrochloride Injection,To Be Discontinued,Oncology,Injection,"Hospira, Inc., a Pfizer Company",09/11/2025,GEMCITABINE,INTRAVENOUS
367,Quinapril/Hydrochlorothiazide Tablet,Current,Cardiovascular,Tablet,Chartwell Molecular Holdings LLC,01/19/2023,QUINAPRIL AND HYDROCHLOROTHIAZIDE,ORAL
368,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,"Lannett Company, Inc.",07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
369,Clindamycin Phosphate Injection,Current,Anti-Infective,Injection,Baxter Healthcare,03/21/2023,CLINDAMYCIN PHOSPHATE,INTRAVENOUS
370,Morphine Sulfate Injection,Current,Analgesia/Addiction,Injection,"Fresenius Kabi USA, LLC",10/31/2017,MORPHINE SULFATE,"INTRAMUSCULAR, INTRAVENOUS"
371,Fentanyl Citrate Injection,Current,"Analgesia/Addiction, Pediatric",Injection,"Hikma Pharmaceuticals USA, Inc.",12/20/2023,FENTANYL CITRATE,"INTRAMUSCULAR, INTRAVENOUS"
372,"Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate Intraperitoneal Injection, Solution",To Be Discontinued,Renal,Solution,Vantive US Healthcare LLC,08/03/2026,DIANEAL LOW CALCIUM WITH DEXTROSE,INTRAPERITONEAL
373,Rocuronium Bromide Injection,Current,Anesthesia,Injection,Sandoz Inc.,02/15/2023,ROCURONIUM BROMIDE,INTRAVENOUS
374,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,Rhodes Pharmaceuticals L.P.,07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
375,Clonazepam Tablet,Current,"Neurology, Pediatric, Psychiatry",Tablet,Cheplapharm Arzneimittel GmbH,03/10/2023,KLONOPIN,ORAL
376,Atropine Sulfate Injection,Current,"Anesthesia, Neurology, Pediatric",Injection,"Amphastar Pharmaceuticals, Inc.",01/01/2020,ATROPINE SULFATE,INTRAVENOUS
377,Fondaparinux Sodium Injection,To Be Discontinued,Hematology,Injection,"Jiangsu Hengrui Pharmaceuticals Co. (US Agent eVenus Pharmaceutical Laboratories, Inc.)",09/29/2025,FONDAPARINUX SODIUM,SUBCUTANEOUS
378,Celecoxib Capsule,To Be Discontinued,Analgesia/Addiction,Capsule,"Teva Pharmaceuticals USA, Inc.",08/15/2025,CELECOXIB,ORAL
379,Ropivacaine Hydrochloride Injection,Current,Anesthesia,Injection,Eugia US LLC,03/23/2018,ROPIVACAINE HYDROCHLORIDE,EPIDURAL
380,"Lisdexamfetamine Dimesylate Tablet, Chewable",Current,Psychiatry,"Tablet, Chewable",Takeda Pharmaceuticals USA Inc.,07/14/2023,VYVANSE,ORAL
381,Amino Acid Injection,Current,Gastroenterology,Injection,Baxter Healthcare,12/08/2020,CLINISOL,INTRAVENOUS
382,Pentamidine Isethionate Injection,To Be Discontinued,Anti-Infective,Injection,"XGen Pharmaceuticals DJB, Inc.",03/23/2026,PENTAMIDINE ISETHIONATE,"INTRAMUSCULAR, INTRAVENOUS"
383,Furosemide Injection,Current,Cardiovascular,Injection,Gland Pharma Limited,04/07/2020,FUROSEMIDE,"INTRAMUSCULAR, INTRAVENOUS"
384,Clindamycin Phosphate Injection,To Be Discontinued,Anti-Infective,Injection,Pfizer Inc.,06/01/2026,CLEOCIN PHOSPHATE,"INTRAMUSCULAR, INTRAVENOUS"
385,"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection",Current,Anesthesia,Injection,"Fresenius Kabi USA, LLC",02/20/2018,SENSORCAINE MPF,"EPIDURAL, INFILTRATION, INTRACAUDAL, PERINEURAL"
386,Methylprednisolone Acetate Injection,Current,Rheumatology,Injection,Eugia US LLC,12/15/2021,METHYLPREDNISOLONE ACETATE,"INTRA-ARTICULAR, INTRALESIONAL, INTRAMUSCULAR, SOFT TISSUE"
387,"Donepezil Hydrochloride; Memantine Hydrochloride Capsule, Extended Release",To Be Discontinued,Neurology,"Capsule, Extended Release",Amneal Pharmaceuticals,06/15/2026,MEMANTINE AND DONEPEZIL HYDROCHLORIDES EXTENDED-RELEASE,ORAL
388,Ropivacaine Hydrochloride Injection,Current,Anesthesia,Injection,"Somerset Therapeutics, LLC",03/23/2018,ROPIVACAINE HYDROCHLORIDE,"EPIDURAL, INFILTRATION, PERINEURAL"
389,Lidocaine Hydrochloride Injection,Current,"Anesthesia, Pediatric",Injection,"Fresenius Kabi USA, LLC",02/22/2012,XYLOCAINE MPF,"EPIDURAL, INFILTRATION, INTRACAUDAL, PERINEURAL"
390,Dextrose Monohydrate 5% Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",Injection,B. Braun Medical Inc.,02/14/2022,DEXTROSE,INTRAVENOUS
391,Voriconazole Injection,To Be Discontinued,Antiviral,Injection,Pfizer Inc.,10/16/2025,VFEND,INTRAVENOUS
392,Meperidine Hydrochloride Injection,Current,Analgesia/Addiction,Injection,"Hikma Pharmaceuticals USA, Inc.",05/30/2025,MEPERIDINE HYDROCHLORIDE,"INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS"
394,Quinapril/Hydrochlorothiazide Tablet,Current,Cardiovascular,Tablet,Aurobindo Pharma USA,01/19/2023,QUINAPRIL HYDROCHLORIDE/HYDROCHLOROTHIAZIDE,ORAL
395,"Guanfacine Hydrochloride Tablet, Extended Release",To Be Discontinued,Psychiatry,Tablet,"Actavis Pharma, Inc.",11/13/2025,GUANFACINE,ORAL
396,"Dehydrated Alcohol Injection, Solution",To Be Discontinued,Cardiovascular,Injection,Accord Healthcare Inc.,05/27/2026,DEHYDRATED ALCOHOL,PERCUTANEOUS
397,Bumetanide Injection,Current,Cardiovascular,Injection,MSN Laboratories Private Limited,12/13/2017,BUMETANIDE,"INTRAMUSCULAR, INTRAVENOUS"
398,"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Psychiatry,Tablet,"Trigen Laboratories, LLC",07/26/2023,METHYLPHENIDATE HYDROCHLORIDE,ORAL
399,Dexamethasone Sodium Phosphate Injection,Current,"Dermatology, Endocrinology/Metabolism, Gastroenterology, Hematology, Neurology, Oncology, Ophthalmology, Other, Pulmonary/Allergy, Rheumatology",Injection,"Fresenius Kabi USA, LLC",02/08/2019,DEXAMETHASONE SODIUM PHOSPHATE,"INTRAMUSCULAR, INTRAVENOUS"
400,Remifentanil Hydrochloride Injection,Current,Analgesia/Addiction,Injection,"Fresenius Kabi USA, LLC",06/28/2022,REMIFENTANIL HYDROCHLORIDE,INTRAVENOUS
401,Hydromorphone Hydrochloride Injection,Current,Analgesia/Addiction,Injection,"Hospira, Inc., a Pfizer Company",10/31/2017,HYDROMORPHONE HYDROCHLORIDE,"INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS"
402,Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,Injection,HQ Specialty Pharma,04/10/2020,DEXMEDETOMIDINE IN DEXTROSE,INTRAVENOUS
404,Ampicillin Sodium Injection,To Be Discontinued,Anti-Infective,Injection,Sandoz Inc.,12/08/2025,AMPICILLIN,INTRAVENOUS
405,Dextrose Monohydrate 5% Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",Injection,Otsuka ICU Medical LLC,02/14/2022,DEXTROSE,INTRAVENOUS
406,Rocuronium Bromide Injection,Current,Anesthesia,Injection,"Fresenius Kabi USA, LLC",02/15/2023,ROCURONIUM,INTRAVENOUS
407,Itraconazole Capsule,To Be Discontinued,"Anti-Infective, Other",Capsule,Janssen Pharmaceuticals,02/27/2026,SPORANOX,ORAL
408,Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,Injection,Pfizer Inc.,04/10/2020,PRECEDEX,INTRAVENOUS
409,Acetaminophen; Oxycodone Hydrochloride Tablet,To Be Discontinued,Analgesia/Addiction,Tablet,"Endo Pharmaceuticals, Inc.",11/03/2025,ENDOCET,ORAL
411,Flurazepam Hydrochloride Capsule,Current,"Oncology, Other",Capsule,Chartwell Molecular Holdings LLC,08/03/2022,FLURAZEPAM HYDROCHLORIDE,ORAL
412,Bupivacaine Hydrochloride Injection,Current,Anesthesia,Injection,"Fresenius Kabi USA, LLC",02/20/2018,SENSORCAINE MPF,"EPIDURAL, INFILTRATION, INTRACAUDAL, PERINEURAL"
413,"Lisdexamfetamine Dimesylate Tablet, Chewable",Current,Psychiatry,"Tablet, Chewable","Sun Pharmaceutical Industries, Inc.",07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
414,Etomidate Injection,Current,Anesthesia,Injection,"Caplin Steriles, Ltd.",10/05/2022,ETOMIDATE,INTRAVENOUS
415,Celecoxib Capsule,To Be Discontinued,Analgesia/Addiction,Capsule,"Teva Pharmaceuticals USA, Inc.",08/15/2025,CELECOXIB,ORAL
416,Methylprednisolone Acetate Injection,Current,Rheumatology,Injection,Pfizer Inc.,12/15/2021,DEPO-MEDROL,"INTRALESIONAL, INTRAMUSCULAR, INTRASYNOVIAL, SOFT TISSUE"
417,"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection",Current,"Anesthesia, Pediatric",Injection,"Fresenius Kabi USA, LLC",10/14/2016,XYLOCAINE,"INFILTRATION, PERINEURAL"
418,Ropivacaine Hydrochloride Injection,Current,Anesthesia,Injection,"Fresenius Kabi USA, LLC",03/23/2018,NAROPIN,"EPIDURAL, INFILTRATION"
419,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,"Mylan Pharmaceuticals Inc., a Viatris Company",07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
420,Dextrose Monohydrate 70% Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",Injection,Baxter Healthcare,10/11/2024,DEXTROSE,INTRAVENOUS
421,Clindamycin Phosphate Injection,To Be Discontinued,Anti-Infective,Injection,Pfizer Inc.,06/01/2026,CLEOCIN PHOSPHATE,"INTRAMUSCULAR, INTRAVENOUS"
422,Morphine Sulfate Injection,Current,Analgesia/Addiction,Injection,"Hikma Pharmaceuticals USA, Inc.",11/03/2017,MORPHINE SULFATE,INTRAVENOUS
423,Fentanyl Citrate Injection,Current,"Analgesia/Addiction, Pediatric",Injection,"Hikma Pharmaceuticals USA, Inc.",12/20/2023,FENTANYL CITRATE,"INTRAMUSCULAR, INTRAVENOUS"
425,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,Rhodes Pharmaceuticals L.P.,07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
426,Activated Charcoal Oral Suspension,To Be Discontinued,Other,Oral Suspension,Padagis US LLC,05/15/2026,ACTIDOSE,ORAL
428,Morphine Sulfate Suppository,To Be Discontinued,Analgesia/Addiction,Suppository,Padagis US LLC,07/23/2026,MORPHINE SULFATE,RECTAL
429,Fentanyl Citrate Injection,Current,"Analgesia/Addiction, Pediatric",Injection,"Fresenius Kabi USA, LLC",01/01/2012,FENTANYL CITRATE,"INTRAMUSCULAR, INTRAVENOUS"
430,Bumetanide Injection,Current,Cardiovascular,Injection,Mullan Pharmaceutical Inc.,12/13/2017,BUMETANIDE,"INTRAMUSCULAR, INTRAVENOUS"
431,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,Takeda Pharmaceuticals USA Inc.,07/14/2023,VYVANSE,ORAL
432,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Tablet,"Elite Laboratories, Inc.",10/12/2022,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",ORAL
433,Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,Injection,HQ Specialty Pharma,04/10/2020,DEXMEDETOMIDINE,INTRAVENOUS
434,Riboflavin 5-phosphate  Ophthalmic Solution,To Be Discontinued,Ophthalmology,Ophthalmic Solution,Glaukos Corporation,01/20/2026,PHOTREXA CROSS-LINKING KIT,
435,Hydrocortisone Sodium Succinate Injection,Resolved,"Dermatology, Endocrinology/Metabolism, Gastroenterology, Hematology, Neurology, Oncology, Ophthalmology, Pediatric, Pulmonary/Allergy, Renal, Rheumatology",Injection,Cipla Limited,03/24/2023,HYDROCORTISONE SODIUM SUCCINATE,"INTRAMUSCULAR, INTRAVENOUS"
436,Clonazepam Tablet,Current,"Neurology, Pediatric, Psychiatry",Tablet,Rubicon Research Private Limited,03/10/2023,CLONAZEPAM,ORAL
437,Methylprednisolone Acetate Injection,Current,Rheumatology,Injection,Pfizer Inc.,12/15/2021,DEPO-MEDROL,"INTRALESIONAL, INTRAMUSCULAR, INTRASYNOVIAL, SOFT TISSUE, INTRA-ARTICULAR"
438,Hydrochlorothiazide Capsule,To Be Discontinued,Cardiovascular,Capsule,"Teva Pharmaceuticals USA, Inc.",11/19/2025,HYDROCHLOROTHIAZIDE,ORAL
440,Peritoneal Dialysis Solution,To Be Discontinued,Renal,Solution,Fresenius Medical Care North America,03/10/2026,DELFLEX,INTRAPERITONEAL
441,Fosaprepitant Dimeglumine Injection,To Be Discontinued,Gastroenterology,Injection,"Fresenius Kabi USA, LLC",04/08/2026,FOSAPREPITANT,INTRAVENOUS
442,Bupivacaine Hydrochloride Injection,Current,Anesthesia,Injection,Eugia US LLC,02/20/2018,BUPIVACAINE HYDROCHLORIDE,"EPIDURAL, RETROBULBAR"
444,Etomidate Injection,Current,Anesthesia,Injection,"Caplin Steriles, Ltd.",10/05/2022,ETOMIDATE,INTRAVENOUS
445,Decitabine Injection,To Be Discontinued,Oncology,Injection,Ingenus Pharmaceuticals LLC,02/20/2026,DECITABINE,INTRAVENOUS
447,Gadobutrol Injection,To Be Discontinued,Medical Imaging,Injection,"Jiangsu Hengrui Pharmaceuticals Co., Ltd.",06/30/2026,GADOBUTROL,INTRAVENOUS
449,Methotrexate Sodium Injection,Current,"Rheumatology, Oncology",Injection,"Teva Pharmaceuticals USA, Inc.",03/13/2023,METHOTREXATE,"INTRA-ARTERIAL, INTRAMUSCULAR, INTRATHECAL, INTRAVENOUS"
450,Furosemide Injection,Current,Cardiovascular,Injection,"Meitheal Pharmaceuticals, Inc.",04/07/2020,FUROSEMIDE,"INTRAMUSCULAR, INTRAVENOUS"
451,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Tablet,Granules Pharmaceuticals Inc.,10/12/2022,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",ORAL
452,Quinapril/Hydrochlorothiazide Tablet,Current,Cardiovascular,Tablet,Chartwell Molecular Holdings LLC,01/19/2023,QUINAPRIL AND HYDROCHLOROTHIAZIDE,ORAL
453,Glyburide Tablet,To Be Discontinued,Endocrinology/Metabolism,Tablet,Sanofi-Aventis U.S. LLC,08/10/2026,GLYBURIDE,ORAL
454,Clindamycin Hydrochloride Capsule,To Be Discontinued,Anti-Infective,Capsule,Pfizer Inc.,02/25/2026,CLEOCIN HYDROCHLORIDE,ORAL
455,Methylprednisolone Acetate Injection,Current,Rheumatology,Injection,Sagent Pharmaceuticals,12/15/2021,METHYLPREDNISOLONE ACETATE,"INTRA-ARTICULAR, INTRALESIONAL, INTRAMUSCULAR, INTRASYNOVIAL, SOFT TISSUE"
456,Furosemide Injection,Current,Cardiovascular,Injection,"Avet Pharmaceuticals, Inc.",04/07/2020,FUROSEMIDE,INTRAVENOUS
458,Sterile Water Injection,Current,Other,Injection,"Fresenius Kabi USA, LLC",11/23/2021,STERILE WATER,"INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS"
459,Liraglutide Injection,Current,Endocrinology/Metabolism,Injection,"Meitheal Pharmaceuticals, Inc.",07/18/2023,LIRAGLUTIDE,SUBCUTANEOUS
460,Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,Injection,Pfizer Inc.,04/10/2020,PRECEDEX,INTRAVENOUS
461,Pilocarpine Hydrochloride Ophthalmic Solution,To Be Discontinued,Ophthalmology,Ophthalmic Solution,AbbVie Inc.,03/24/2026,VUITY,OPHTHALMIC
462,Lasmiditan Succinate Tablet,To Be Discontinued,Neurology,Tablet,Eli Lilly and Co.,11/03/2025,REYVOW,ORAL
463,Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,Injection,Gland Pharma Limited,04/10/2020,DEXMEDETOMIDINE,INTRAVENOUS
464,Ropivacaine Hydrochloride Injection,Current,Anesthesia,Injection,"Somerset Therapeutics, LLC",03/23/2018,ROPIVACAINE HYDROCHLORIDE,"EPIDURAL, INFILTRATION, PERINEURAL"
465,Insulin Lispro Injection,To Be Discontinued,Endocrinology/Metabolism,Injection,Eli Lilly and Co.,10/24/2025,HUMALOG TEMPO PEN,SUBCUTANEOUS
466,Dacomitinib Tablet,To Be Discontinued,Oncology,Tablet,Pfizer Inc.,06/08/2026,VIZIMPRO,ORAL
467,Midazolam Hydrochloride Injection,Current,"Anesthesia, Neurology",Injection,"Fresenius Kabi USA, LLC",04/02/2020,MIDAZOLAM,"INTRAMUSCULAR, INTRAVENOUS"
468,Hydromorphone Hydrochloride Injection,Current,Analgesia/Addiction,Injection,"Hospira, Inc., a Pfizer Company",10/31/2017,HYDROMORPHONE HYDROCHLORIDE,"INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS"
469,Dextrose Monohydrate 5% Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",Injection,B. Braun Medical Inc.,02/14/2022,DEXTROSE,INTRAVENOUS
470,Ropivacaine Hydrochloride Injection,Current,Anesthesia,Injection,"Fresenius Kabi USA, LLC",03/23/2018,NAROPIN,"EPIDURAL, INFILTRATION, PERINEURAL"
471,Lidocaine Hydrochloride Injection,Current,Cardiovascular,Injection,B. Braun Medical Inc.,10/25/2017,LIDOCAINE HYDROCHLORIDE AND DEXTROSE,INTRAVENOUS
473,Morphine Sulfate Tablet,To Be Discontinued,Analgesia/Addiction,Tablet,"Upsher-Smith Laboratories, LLC",12/22/2025,MORPHINE SULFATE,ORAL
474,Ketorolac Tromethamine Injection,Current,Analgesia/Addiction,Injection,"Fresenius Kabi USA, LLC",03/23/2018,KETOROLAC TROMETHAMINE,"INTRAMUSCULAR, INTRAVENOUS"
564,Omeprazole Delayed Release Capsule,To Be Discontinued,Gastroenterology,,Sandoz Inc.,10/09/2025,OMEPRAZOLE,ORAL
857,Dextrose Monohydrate 5% Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",Injection,Baxter Healthcare,02/14/2022,DEXTROSE,INTRAVENOUS
475,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Tablet,"Elite Laboratories, Inc.",10/12/2022,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",ORAL
476,Sodium Chloride 0.9% Injection,To Be Discontinued,"Gastroenterology, Other, Renal",Injection,"Hospira, Inc., a Pfizer Company",12/03/2025,SODIUM CHLORIDE,INTRAVENOUS
477,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Tablet,"Sunrise Pharmaceutical, Inc.",10/12/2022,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",ORAL
478,Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,Injection,Baxter Healthcare,04/10/2020,DEXMEDETOMIDINE HYDROCHLORIDE IN 0.9% SODIUM CHLORIDE,INTRAVENOUS
479,Omeprazole Delayed Release Capsule,To Be Discontinued,Gastroenterology,,Sandoz Inc.,10/09/2025,OMEPRAZOLE,ORAL
480,Ketorolac Tromethamine Injection,Current,Analgesia/Addiction,Injection,"Hikma Pharmaceuticals USA, Inc.",06/06/2018,KETOROLAC TROMETHAMINE,"INTRAMUSCULAR, INTRAVENOUS"
481,Furosemide Injection,Current,Cardiovascular,Injection,Baxter Healthcare,04/07/2020,FUROSEMIDE,INTRAVENOUS
482,"Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate Intraperitoneal Injection, Solution",To Be Discontinued,Renal,Solution,Vantive US Healthcare LLC,08/03/2026,DIANEAL PD-2 WITH DEXTROSE,INTRAPERITONEAL
483,Methotrexate Sodium Injection,Current,"Rheumatology, Oncology",Injection,"Hospira, Inc., a Pfizer Company",03/13/2023,METHOTREXATE,"INTRAMUSCULAR, INTRATHECAL, INTRAVENOUS, SUBCUTANEOUS"
484,Dextrose Monohydrate 50% Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Pediatric",Injection,"Amphastar Pharmaceuticals, Inc.",01/13/2022,DEXTROSE MONOHYDRATE,INTRAVENOUS
485,Riluzole Oral Suspension,Current,Neurology,Oral Suspension,"EDW Pharma, Inc. (formerly Italfarmaco Pharma, Inc.)",01/26/2024,TEGLUTIK,ORAL
486,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,SpecGx LLC,07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
487,Etomidate Injection,Current,Anesthesia,Injection,"Hospira, Inc., a Pfizer Company",10/05/2022,AMIDATE,INTRAVENOUS
488,Bupivacaine Hydrochloride Injection,Current,Anesthesia,Injection,"Fresenius Kabi USA, LLC",02/20/2018,SENSORCAINE MPF,"EPIDURAL, INTRACAUDAL, PERINEURAL, INFILTRATION"
489,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,SpecGx LLC,07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
490,Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,Injection,"Meitheal Pharmaceuticals, Inc.",04/10/2021,DEXMEDETOMIDINE,INTRAVENOUS
491,Atropine Sulfate Injection,Current,"Anesthesia, Neurology, Pediatric",Injection,"American Regent, Inc.",01/01/2012,ATROPINE SULFATE,INTRAVENOUS
492,Lidocaine Hydrochloride Injection,Current,"Anesthesia, Pediatric",Injection,"Hospira, Inc., a Pfizer Company",02/22/2012,LIDOCAINE HYDROCHLORIDE,"RETROBULBAR, TOPICAL"
493,Finasteride Tablet,To Be Discontinued,Urology,Tablet,"Teva Pharmaceuticals USA, Inc.",08/19/2025,FINASTERIDE,ORAL
494,Allopurinol Tablet,To Be Discontinued,"Oncology, Renal, Rheumatology",Tablet,"Teva Pharmaceuticals USA, Inc.",02/19/2026,ALLOPURINOL,ORAL
495,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Tablet,"Teva Pharmaceuticals USA, Inc.",10/12/2022,ADDERALL,ORAL
496,Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,Injection,Pfizer Inc.,04/10/2020,PRECEDEX,INTRAVENOUS
497,"Potassium Chloride Tablet, Extended Release",To Be Discontinued,"Endocrinology/Metabolism, Gastroenterology",Tablet,"Teva Pharmaceuticals USA, Inc.",11/21/2025,POTASSIUM CHLORIDE,ORAL
498,Lidocaine Hydrochloride Injection,Current,"Anesthesia, Pediatric",Injection,"Hospira, Inc., a Pfizer Company",02/22/2012,LIDOCAINE HYDROCHLORIDE,"INFILTRATION, INTRAVENOUS"
499,Furosemide Injection,Current,Cardiovascular,Injection,"Meitheal Pharmaceuticals, Inc.",04/07/2020,HYDRALAZINE HYDROCHLORIDE,"INTRAMUSCULAR, INTRAVENOUS"
500,Bupivacaine Hydrochloride Injection,Current,Anesthesia,Injection,"Huons Co., Ltd",02/20/2018,BUPIVACAINE HYDROCHLORIDE,SUBARACHNOID
501,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,Apotex Corp.,11/01/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
502,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Tablet,Aurobindo Pharma USA,10/12/2022,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",ORAL
503,Rifampin Capsule,Current,Anti-Infective,Capsule,"Epic Pharma, LLC",12/22/2021,RIFAMPIN,ORAL
504,Acetaminophen; Oxycodone Hydrochloride Tablet,To Be Discontinued,Analgesia/Addiction,Tablet,"Endo Pharmaceuticals, Inc.",11/03/2025,ENDOCET,ORAL
505,Ketorolac Tromethamine Injection,Current,Analgesia/Addiction,Injection,Alembic Pharmaceuticals,03/23/2018,KETOROLAC TROMETHAMINE,"INTRAMUSCULAR, INTRAVENOUS"
508,Furosemide Injection,Current,Cardiovascular,Injection,Eugia US LLC,04/07/2020,FUROSEMIDE,"INTRAMUSCULAR, INTRAVENOUS"
509,Sterile Water Injection,Current,Other,Injection,Nephron Pharmaceuticals Corporation,11/23/2021,STERILE WATER,"INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS"
510,"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Psychiatry,Tablet,"Vertical Pharmaceuticals, LLC",07/26/2023,RELEXXII,ORAL
511,Homatropine Methylbromide and Hydrocodone Bitartrate Syrup,To Be Discontinued,Analgesia/Addiction,Syrup,"Teva Pharmaceuticals USA, Inc.",09/11/2025,HYDROMET,ORAL
