id,generic_name,status,therapeutic_category,dosage_form,company_name,initial_posting_date,brand_name,route
1137,Lidocaine Hydrochloride Injection,Current,Anesthesia,Injection,Eugia US LLC,02/20/2018,LIDOCAINE HYDROCHLORIDE,"EPIDURAL, INFILTRATION, INTRACAUDAL, PERINEURAL"
1138,Sodium Acetate Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Pediatric, Total Parenteral Nutrition",Injection,"Hospira, Inc., a Pfizer Company",02/03/2016,SODIUM ACETATE,INTRAVENOUS
1139,Lidocaine Hydrochloride Injection,Current,Anesthesia,Injection,Eugia US LLC,02/20/2018,LIDOCAINE HYDROCHLORIDE,"EPIDURAL, INFILTRATION, INTRACAUDAL, PERINEURAL"
1140,Desonide Lotion,To Be Discontinued,Dermatology,Lotion,"Actavis Pharma, Inc.",09/18/2025,DESONIDE,TOPICAL
1141,Morphine Sulfate Suppository,To Be Discontinued,Analgesia/Addiction,Suppository,Padagis US LLC,07/23/2026,MORPHINE SULFATE,RECTAL
1142,Furosemide Injection,Current,Cardiovascular,Injection,"Hospira, Inc., a Pfizer Company",04/07/2020,FUROSEMIDE,"INTRAMUSCULAR, INTRAVENOUS"
1144,"Lisdexamfetamine Dimesylate Tablet, Chewable",Current,Psychiatry,"Tablet, Chewable",Novadoz Pharmaceuticals LLC,07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
1145,Ropivacaine Hydrochloride Injection,Current,Anesthesia,Injection,"Somerset Therapeutics, LLC",03/23/2018,ROPIVACAINE HYDROCHLORIDE,EPIDURAL
1146,Idelalisib Tablet,To Be Discontinued,Oncology,Tablet,"Gilead Sciences, Inc.",04/07/2026,ZYDELIG,ORAL
1147,"Carbamazepine Capsule, Extended Release",To Be Discontinued,Neurology,"Capsule, Extended Release",Takeda Pharmaceuticals USA Inc.,12/19/2025,CARBATROL,ORAL
1148,Ampicillin Sodium Injection,To Be Discontinued,Anti-Infective,Injection,Sandoz Inc.,12/08/2025,AMPICILLIN,INTRAVENOUS
1150,"Bendamustine Hydrochloride Injection, Solution",To Be Discontinued,Oncology,Injection,"Cephalon, LLC (a wholly owned subsidiary of Teva Pharmaceutical Industries, Ltd.)",07/23/2026,TREANDA,INTRAVENOUS
1151,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,SpecGx LLC,07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
1152,Ropivacaine Hydrochloride Injection,Current,Anesthesia,Injection,"Fresenius Kabi USA, LLC",03/23/2018,NAROPIN,"EPIDURAL, INFILTRATION"
1154,Carboplatin Injection,Current,Oncology,Injection,"Teva Pharmaceuticals USA, Inc.",04/28/2023,CARBOPLATIN,INTRAVENOUS
1155,Methylprednisolone Acetate Injection,Current,Rheumatology,Injection,Pfizer Inc.,12/15/2021,DEPO-MEDROL,"INTRALESIONAL, INTRAMUSCULAR, INTRASYNOVIAL, SOFT TISSUE"
1156,Etravirine Tablet,To Be Discontinued,Antiviral,Tablet,Janssen Research and Development,04/28/2026,ETRAVIRINE,ORAL
1157,Bupivacaine Hydrochloride Injection,Current,Anesthesia,Injection,"Fresenius Kabi USA, LLC",02/20/2018,SENSORCAINE,"INFILTRATION, PERINEURAL"
1158,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,"Lannett Company, Inc.",07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
1159,Scopolamine Transdermal System,To Be Discontinued,"Gastroenterology, Neurology, Other",Transdermal System,Padagis US LLC,11/03/2025,SCOPOLAMINE TRANSDERMAL SYSTEM,TRANSDERMAL
1160,Lidocaine Hydrochloride Injection,Current,Anesthesia,Injection,Eugia US LLC,06/13/2018,LIDOCAINE HYDROCHLORIDE,"INFILTRATION, PERINEURAL"
1161,Clindamycin Phosphate Injection,Current,Anti-Infective,Injection,Baxter Healthcare,03/21/2023,CLINDAMYCIN PHOSPHATE,INTRAVENOUS
1162,Morphine Sulfate Injection,Current,Analgesia/Addiction,Injection,"Fresenius Kabi USA, LLC",10/31/2017,MORPHINE SULFATE,"INTRAMUSCULAR, INTRAVENOUS"
1163,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Tablet,"Lannett Company, Inc.",10/12/2022,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",ORAL
1164,"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection",Current,Anesthesia,Injection,"Hospira, Inc., a Pfizer Company",02/20/2018,MARCAINE WITH EPINEPHRINE,"EPIDURAL, INFILTRATION, INTRACAUDAL, PERINEURAL"
1165,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,"Elite Laboratories, Inc.",07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
1166,Sodium Chloride 0.9% Injection,To Be Discontinued,"Gastroenterology, Other, Renal",Injection,"Hospira, Inc., a Pfizer Company",12/03/2025,SODIUM CHLORIDE,INTRAVENOUS
1167,Lorazepam Injection,Current,Neurology,Injection,"Hikma Pharmaceuticals USA, Inc.",09/05/2018,ATIVAN,"INTRAMUSCULAR, INTRAVENOUS"
1168,Dextrose Monohydrate 5% Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",Injection,"Fresenius Kabi USA, LLC",02/14/2022,DEXTROSE,INTRAVENOUS
1169,Quinapril/Hydrochlorothiazide Tablet,Current,Cardiovascular,Tablet,Aurobindo Pharma USA,01/19/2023,QUINAPRIL HYDROCHLORIDE/HYDROCHLOROTHIAZIDE,ORAL
1170,Hydromorphone Hydrochloride Injection,Current,Analgesia/Addiction,Injection,"Teva Pharmaceuticals USA, Inc.",11/01/2017,HYDROMORPHONE HYDROCHLORIDE,"INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS"
1171,Clonazepam Tablet,Current,"Neurology, Pediatric, Psychiatry",Tablet,Aurobindo Pharma USA,03/10/2023,CLONAZEPAM,ORAL
1172,"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Psychiatry,Tablet,"Teva Pharmaceuticals USA, Inc.",07/26/2023,METHYLPHENIDATE HYDROCHLORIDE,ORAL
1173,Semaglutide Tablet,To Be Discontinued,Endocrinology/Metabolism,Tablet,"Novo Nordisk, Inc.",06/04/2026,RYBELSUS,ORAL
1174,Liraglutide Injection,Current,Endocrinology/Metabolism,Injection,"Novo Nordisk, Inc.",07/18/2023,VICTOZA,SUBCUTANEOUS
1175,Dexamethasone Sodium Phosphate Injection,Current,"Dermatology, Endocrinology/Metabolism, Gastroenterology, Hematology, Neurology, Oncology, Ophthalmology, Other, Pulmonary/Allergy, Rheumatology",Injection,"Hikma Pharmaceuticals USA, Inc.",02/08/2019,DEXAMETHASONE SODIUM PHOSPHATE,"INTRA-ARTICULAR, INTRALESIONAL, INTRAMUSCULAR, INTRAVENOUS, SOFT TISSUE"
1176,Atropine Sulfate Injection,Current,"Anesthesia, Neurology, Pediatric",Injection,"Hospira, Inc., a Pfizer Company",01/01/2012,ATROPINE SULFATE,INTRAVENOUS
1177,Gadoterate Meglumine Injection,To Be Discontinued,Medical Imaging,Injection,"Jiangsu Hengrui Pharmaceuticals Co., Ltd.",06/30/2026,GADOTERATE MEGLUMINE,INTRAVENOUS
1178,"Cefotaxime Sodium Powder, for Solution",Current,"Anti-Infective, Pediatric","Powder, For Solution","Hikma Pharmaceuticals USA, Inc.",02/17/2015,CEFOTAXIME,"INTRAMUSCULAR, INTRAVENOUS"
1180,Sodium Acetate Injection,Current,Total Parenteral Nutrition,Injection,Milla Pharmaceuticals,03/23/2016,SODIUM ACETATE,INTRAVENOUS
1181,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,Amneal Pharmaceuticals,07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
1182,Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,Injection,"Mylan Institutional, a Viatris Company",04/10/2020,DEXMEDETOMIDINE HYDROCHLORIDE,INTRAVENOUS
1183,Peritoneal Dialysis Solution,To Be Discontinued,Renal,Solution,Fresenius Medical Care North America,03/10/2026,DELFLEX,INTRAPERITONEAL
1184,Hydrocortisone Acetate Suppository,To Be Discontinued,"Analgesia/Addiction, Other",Suppository,Padagis US LLC,07/23/2026,HYDROCORTISONE ACETATE,RECTAL
1185,Cisatracurium Besylate Injection,To Be Discontinued,Analgesia/Addiction,Injection,"Hospira, Inc., a Pfizer Company",05/06/2026,CISATRACURIUM BESYLATE,INTRAVENOUS
1612,Rifampin Injection,Current,Anti-Infective,Injection,"Mylan Institutional, a Viatris Company",02/17/2021,RIFAMPIN,INTRAVENOUS
1186,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Tablet,"Teva Pharmaceuticals USA, Inc.",10/12/2022,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",ORAL
1188,"Lisdexamfetamine Dimesylate Tablet, Chewable",Current,Psychiatry,"Tablet, Chewable",Novadoz Pharmaceuticals LLC,07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
1189,Dextrose Monohydrate 10% Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",Injection,Baxter Healthcare,03/01/2022,DEXTROSE,INTRAVENOUS
1191,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Tablet,"Epic Pharma, LLC",10/12/2022,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",ORAL
1192,Clonazepam Tablet,Current,"Neurology, Pediatric, Psychiatry",Tablet,"Teva Pharmaceuticals USA, Inc.",03/10/2023,CLONAZEPAM,ORAL
1193,"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Psychiatry,Tablet,"Vertical Pharmaceuticals, LLC",07/26/2023,RELEXXII,ORAL
1195,Morphine Sulfate Injection,Current,Analgesia/Addiction,Injection,"Hikma Pharmaceuticals USA, Inc.",11/03/2017,DURAMORPH,"EPIDURAL, INTRATHECAL, INTRAVENOUS"
1197,Sodium Bicarbonate Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Pediatric",Injection,Long Grove Pharmaceuticals LLC,03/01/2017,SODIUM BICARBONATE,INTRAVENOUS
1198,Leflunomide Tablet,To Be Discontinued,Rheumatology,Tablet,Sanofi-Aventis U.S. LLC,06/08/2026,ARAVA,ORAL
1199,Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,Injection,Gland Pharma Limited,04/10/2020,DEXMEDETOMIDINE HYDROCHLORIDE,INTRAVENOUS
1200,Penicillin G Benzathine Injection,Current,Anti-Infective,Injection,Pfizer Inc.,04/26/2023,BICILLIN L-A,INTRAMUSCULAR
1201,Technetium TC-99M Pyrophosphate Kit Injection,Current,Medical Imaging,Injection,Curium US LLC,12/27/2023,TECHNESCAN PYP,INTRAVENOUS
1202,"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Psychiatry,Tablet,"Lannett Company, Inc.",07/26/2023,METHYLPHENIDATE HYDROCHLORIDE,ORAL
1203,Dobutamine Hydrochloride Injection,Current,"Cardiovascular, Pediatric, Renal",Injection,"Hospira, Inc., a Pfizer Company",11/06/2017,DOBUTAMINE,INTRAVENOUS
1204,Remifentanil Hydrochloride Injection,Current,Analgesia/Addiction,Injection,"Fresenius Kabi USA, LLC",06/28/2022,REMIFENTANIL HYDROCHLORIDE,INTRAVENOUS
1206,Cromolyn Sodium Concentrate,Current,Pulmonary/Allergy,Concentrate,"Mylan Specialty, a Viatris Company",11/03/2023,GASTROCROM,ORAL
1207,Midazolam Hydrochloride Injection,Current,"Anesthesia, Neurology",Injection,"Hospira, Inc., a Pfizer Company",04/02/2020,MIDAZOLAM,"INTRAMUSCULAR, INTRAVENOUS"
1208,"Streptozocin Powder, For Solution",Current,Oncology,"Powder, For Solution","ESTEVE PHARMACEUTICALS, S.A.",07/12/2022,QUZYTTIR,INTRAVENOUS
1209,"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Psychiatry,Tablet,Janssen Pharmaceuticals,07/26/2023,CONCERTA,ORAL
1210,Dopamine Hydrochloride Injection,Current,Cardiovascular,Injection,Baxter Healthcare,11/06/2017,DOPAMINE HYDROCHLORIDE AND DEXTROSE,INTRAVENOUS
1211,Ropivacaine Hydrochloride Injection,Current,Anesthesia,Injection,InfoRLife SA,03/27/2018,ROPIVACAINE HYDROCHLORIDE,"EPIDURAL, INFILTRATION"
1212,Ketorolac Tromethamine Injection,Current,Analgesia/Addiction,Injection,Gland Pharma Limited,06/06/2018,KETOROLAC TROMETHAMINE,INTRAMUSCULAR
1213,Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,Injection,Baxter Healthcare,04/10/2020,DEXMEDETOMIDINE HYDROCHLORIDE,INTRAVENOUS
1214,Morphine Sulfate Injection,Current,Analgesia/Addiction,Injection,"Amphastar Pharmaceuticals, Inc.",12/06/2018,MORPHINE SULFATE,INTRAVENOUS
1215,Sterile Water Injection,Current,Other,Injection,"Hospira, Inc., a Pfizer Company",12/03/2021,BACTERIOSTATIC WATER,"INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS"
1216,Methylprednisolone Acetate Injection,Current,Rheumatology,Injection,Pfizer Inc.,12/15/2021,DEPO-MEDROL,"INTRALESIONAL, INTRAMUSCULAR, INTRASYNOVIAL, SOFT TISSUE, INTRA-ARTICULAR"
1217,Emtricitabine Oral Solution,To Be Discontinued,Anti-Infective,Oral Solution,"Gilead Sciences, Inc.",06/17/2026,EMTRIVA,ORAL
1218,Ropivacaine Hydrochloride Injection,Current,Anesthesia,Injection,"Fresenius Kabi USA, LLC",03/23/2018,NAROPIN,"EPIDURAL, INFILTRATION"
1219,Activated Charcoal Oral Suspension,To Be Discontinued,Other,Oral Suspension,Padagis US LLC,05/15/2026,ACTIDOSE AQUA,ORAL
1220,Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,Injection,Pfizer Inc.,04/10/2020,PRECEDEX,INTRAVENOUS
1221,Palbociclib Capsule,To Be Discontinued,Oncology,Capsule,Pfizer Inc.,04/22/2026,IBRANCE,ORAL
1222,Bupivacaine Hydrochloride Injection,Current,Anesthesia,Injection,"Fresenius Kabi USA, LLC",02/20/2018,SENSORCAINE MPF,"EPIDURAL, RETROBULBAR"
1223,Phenobarbital Tablet,To Be Discontinued,"Analgesia/Addiction, Neurology, Other",Tablet,"Endo Pharmaceuticals, Inc.",10/31/2025,PHENOBARBITAL,ORAL
1224,Gemcitabine Hydrochloride Injection,To Be Discontinued,Oncology,Injection,"Hospira, Inc., a Pfizer Company",09/11/2025,GEMCITABINE,INTRAVENOUS
1225,Bupivacaine Hydrochloride Injection,Current,Anesthesia,Injection,Eugia US LLC,02/20/2018,BUPIVACAINE HYDROCHLORIDE,PERINEURAL
1226,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,"Solco Healthcare US, LLC",07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
1227,"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection",Current,"Anesthesia, Pediatric",Injection,"Hospira, Inc., a Pfizer Company",02/22/2012,LIDOCAINE HYDROCHLORIDE AND EPINEPHRINE,"INFILTRATION, PERINEURAL"
1228,Ropivacaine Hydrochloride Injection,Current,Anesthesia,Injection,"Somerset Therapeutics, LLC",03/23/2018,ROPIVACAINE HYDROCHLORIDE,"EPIDURAL, INFILTRATION, PERINEURAL"
1229,Technetium TC-99M Pyrophosphate Kit Injection,Current,Medical Imaging,Injection,"Sun Pharmaceutical Industries, Inc.",12/27/2023,KIT FOR THE PREPARATION OF TECHNETIUM TC99M PYROPHOSPHATE,INTRAVENOUS
1230,Atazanavir Sulfate; Cobicistat Tablet,To Be Discontinued,Antiviral,Tablet,Bristol Myers Squibb Co.,11/03/2025,EVOTAZ,ORAL
1231,Fluphenazine Hydrochloride Tablet,To Be Discontinued,"Neurology, Psychiatry",Tablet,"Upsher-Smith Laboratories, LLC",09/18/2025,FLUPHENAZINE HYDROCHLORIDE,ORAL
1232,Sterile Water Injection,Current,Other,Injection,"Fresenius Kabi USA, LLC",11/23/2021,STERILE WATER,"INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS"
1233,Lidocaine Hydrochloride Injection,Current,Anesthesia,Injection,Eugia US LLC,06/13/2018,LIDOCAINE HYDROCHLORIDE,"INFILTRATION, PERINEURAL"
1234,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Tablet,Aurobindo Pharma USA,10/12/2022,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",ORAL
1235,Promethazine Hydrochloride Injection,Current,"Analgesia/Addiction, Gastroenterology, Pediatric, Pulmonary/Allergy",Injection,"Hikma Pharmaceuticals USA, Inc.",11/21/2023,PHENERGAN,INTRAMUSCULAR
1236,Belladonna and Opium Suppository,To Be Discontinued,Analgesia/Addiction,Suppository,Padagis US LLC,07/23/2026,BELLADONNA AND OPIUM,RECTAL
1237,Morphine Sulfate Injection,Current,Analgesia/Addiction,Injection,"Hospira, Inc., a Pfizer Company",10/31/2017,MORPHINE SULFATE,INTRAVENOUS
1238,Gadobutrol Injection,To Be Discontinued,Medical Imaging,Injection,"Jiangsu Hengrui Pharmaceuticals Co., Ltd.",06/30/2026,GADOBUTROL,INTRAVENOUS
1239,Bupivacaine Hydrochloride Injection,Current,Anesthesia,Injection,"Fresenius Kabi USA, LLC",02/20/2018,SENSORCAINE MPF,"EPIDURAL, INTRACAUDAL, PERINEURAL, INFILTRATION"
1240,Lidocaine Hydrochloride Injection,Current,Anesthesia,Injection,Eugia US LLC,02/20/2018,LIDOCAINE HYDROCHLORIDE,"EPIDURAL, INFILTRATION, INTRACAUDAL, PERINEURAL"
1241,Dextrose Monohydrate 5% Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",Injection,Baxter Healthcare,02/14/2022,DEXTROSE,INTRAVENOUS
1243,Ursodiol Capsule,To Be Discontinued,Other,Capsule,Strides Pharma Inc.,04/06/2026,URSODIOL,ORAL
1244,Adalimumab-adaz Injection,To Be Discontinued,Rheumatology,Injection,Sandoz Inc.,01/13/2026,HYRIMOZ,SUBCUTANEOUS
1245,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Tablet,SpecGx LLC,10/12/2022,DEXTROAMPHETAMINE SACCHARATE AND AMPHETAMINE ASPARTATE AND DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE,ORAL
1246,Albuterol Sulfate Solution,Current,"Pulmonary/Allergy, Pediatric",Solution,Nephron Pharmaceuticals Corporation,10/25/2022,ALBUTEROL SULFATE,RESPIRATORY (INHALATION)
1247,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,"Mylan Pharmaceuticals Inc., a Viatris Company",07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
1248,Dextrose Monohydrate 5% Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",Injection,Otsuka ICU Medical LLC,02/14/2022,DEXTROSE,INTRAVENOUS
1249,Rocuronium Bromide Injection,Current,Anesthesia,Injection,Eugia US LLC,02/15/2023,ROCURONIUM BROMIDE,INTRAVENOUS
1250,Ramelteon Tablet,To Be Discontinued,Psychiatry,Tablet,Takeda Pharmaceuticals USA Inc.,03/19/2026,ROZEREM,ORAL
1251,Ropivacaine Hydrochloride Injection,Current,Anesthesia,Injection,"Caplin Steriles, Ltd.",12/22/2020,ROPIVACAINE HYDROCHLORIDE,"EPIDURAL, INFILTRATION, PERINEURAL"
1252,Lidocaine Hydrochloride Injection,Current,"Anesthesia, Pediatric",Injection,Anthea Pharma,02/22/2012,LIDOCAINE HYDROCHLORIDE,"EPIDURAL, INFILTRATION, INTRACAUDAL, PERINEURAL"
1253,Clindamycin Phosphate Injection,Current,Anti-Infective,Injection,Sagent Pharmaceuticals,03/21/2023,CLINDAMYCIN,"INTRAMUSCULAR, INTRAVENOUS"
1254,Metronidazole Injection,Current,Anti-Infective,Injection,InfoRLife SA,01/13/2022,METRONIDAZOLE,INTRAVENOUS
1255,Heparin Sodium Injection,Current,Hematology,Injection,B. Braun Medical Inc.,11/14/2017,HEPARIN SODIUM IN SODIUM CHLORIDE,INTRAVENOUS
1256,Benztropine Mesylate Injection,To Be Discontinued,Neurology,Injection,"Fresenius Kabi USA, LLC",01/27/2026,BENZTROPINE MESYLATE,"INTRAMUSCULAR, INTRAVENOUS"
1257,Valproate Sodium Injection,Current,Neurology,Injection,"Hikma Pharmaceuticals USA, Inc.",12/30/2020,VALPROATE SODIUM,INTRAVENOUS
1258,Quinapril Hydrochloride Tablet,Current,Cardiovascular,Tablet,"Solco Healthcare US, LLC",01/19/2023,QUINAPRIL,ORAL
1259,Hydroxocobalamin Injection,Current,Other,Injection,"Teva Pharmaceuticals USA, Inc.",11/04/2024,HYDROXOCOBALAMIN,INTRAMUSCULAR
1260,"Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate Intraperitoneal Injection, Solution",To Be Discontinued,Renal,Solution,Vantive US Healthcare LLC,08/03/2026,DIANEAL PD-2 WITH DEXTROSE,INTRAPERITONEAL
1261,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,Alvogen,07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
1262,Etomidate Injection,Current,Anesthesia,Injection,Gland Pharma Limited,10/05/2022,ETOMIDATE,INTRAVENOUS
1263,Sodium Bicarbonate Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Pediatric",Injection,"Exela Pharma Sciences, LLC",07/24/2017,SODIUM BICARBONATE,INTRAVENOUS
1265,Remifentanil Hydrochloride Injection,Current,Analgesia/Addiction,Injection,"Mylan Institutional, a Viatris Company",06/28/2022,ULTIVA,INTRAVENOUS
1266,Ifosfamide Injection,Current,"Oncology, Pediatric",Injection,"Fresenius Kabi USA, LLC",06/12/2026,IFOSFAMIDE,INTRAVENOUS
1267,"Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate Intraperitoneal Injection, Solution",To Be Discontinued,Renal,Solution,Vantive US Healthcare LLC,08/03/2026,DIANEAL LOW CALCIUM WITH DEXTROSE,INTRAPERITONEAL
1269,Fondaparinux Sodium Injection,To Be Discontinued,Hematology,Injection,"Jiangsu Hengrui Pharmaceuticals Co. (US Agent eVenus Pharmaceutical Laboratories, Inc.)",09/29/2025,FONDAPARINUX SODIUM,SUBCUTANEOUS
1271,Bupivacaine Hydrochloride Injection,Current,Anesthesia,Injection,Kindos Pharmaceuticals Co. Ltd.,02/20/2018,BUPIVACAINE HYDROCHLORIDE,PERINEURAL
1272,Rocuronium Bromide Injection,Current,Anesthesia,Injection,"Hospira, Inc., a Pfizer Company",02/15/2023,ROCURONIUM BROMIDE,INTRAVENOUS
1273,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Tablet,"Sunrise Pharmaceutical, Inc.",10/12/2022,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",ORAL
1274,Clindamycin Palmitate Hydrochloride Injection,To Be Discontinued,Anti-Infective,Injection,Amneal Pharmaceuticals,02/27/2026,CLINDAMYCIN PALMITATE HYDROCHLORIDE (PEDIATRIC),ORAL
1276,Furosemide Injection,Current,Cardiovascular,Injection,"Fresenius Kabi USA, LLC",04/07/2020,FUROSEMIDE,"INTRAMUSCULAR, INTRAVENOUS"
1277,Valsartan Tablet,To Be Discontinued,Cardiovascular,Tablet,"Mylan Pharmaceuticals Inc., a Viatris Company",11/19/2025,VALSARTAN,ORAL
1278,Carboplatin Injection,Current,Oncology,Injection,Teyro Labs,04/28/2023,CARBOPLATIN,INTRAVENOUS
1279,Spironolactone Tablet,To Be Discontinued,Cardiovascular,Tablet,Pfizer Inc.,12/10/2025,ALDACTONE,ORAL
1280,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,Alvogen,07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
1281,Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,Injection,"Jiangsu Hengrui Pharmaceuticals Co., Ltd.",04/10/2020,DEXMEDETOMIDINE HYDROCHLORIDE IN 0.9% SODIUM CHLORIDE,INTRAVENOUS
1282,Phenobarbital Tablet,To Be Discontinued,"Analgesia/Addiction, Neurology, Other",Tablet,"Endo Pharmaceuticals, Inc.",10/31/2025,PHENOBARBITAL,ORAL
1283,Lidocaine Hydrochloride Injection,Current,"Anesthesia, Pediatric",Injection,"Hospira, Inc., a Pfizer Company",02/22/2012,LIDOCAINE HYDROCHLORIDE,"INFILTRATION, PERINEURAL"
1284,"Cefotaxime Sodium Powder, for Solution",Current,"Anti-Infective, Pediatric","Powder, For Solution","Hikma Pharmaceuticals USA, Inc.",02/17/2015,CEFOTAXIME,INTRAVENOUS
1286,Ropivacaine Hydrochloride Injection,Current,Anesthesia,Injection,"Fresenius Kabi USA, LLC",03/23/2018,NAROPIN,"EPIDURAL, INFILTRATION, PERINEURAL"
